Gaussian stddev, weight by dist, Particle scatter factor, numParticles, resampling method, avgDist, avgAng, stddevDist, stddevAng, avgDistMax, avgAngMax, stddevDistMax, stddevAngMax
6.000000e-01,1,1.000000e-01,7500,systematic,3.484212e+00,1.966041e+00,-1.164463e+00,1.220810e+00,3.534788e+00,1.982522e+00,-1.154919e+00,1.255941e+00
6.000000e-01,1,1.000000e-01,7500,stratified,2.790054e+00,1.586339e+00,-1.366914e+00,3.831169e-01,2.846389e+00,1.608304e+00,-1.371098e+00,3.905527e-01
6.000000e-01,1,1.000000e-01,7500,residual,3.650572e+00,2.124475e+00,-9.372561e-01,9.942363e-01,3.673807e+00,2.141510e+00,-9.290431e-01,1.029172e+00
6.000000e-01,1,1.000000e-01,10000,multinomial,3.107561e+00,1.797098e+00,-1.441520e+00,4.691210e-01,3.152301e+00,1.791801e+00,-1.443237e+00,4.742464e-01
6.000000e-01,1,1.000000e-01,10000,systematic,3.674415e+00,1.627800e+00,-1.201114e+00,4.988508e-01,3.692143e+00,1.635615e+00,-1.200691e+00,5.001652e-01
6.000000e-01,1,1.000000e-01,10000,stratified,3.499947e+00,2.008955e+00,-9.231635e-01,1.043269e+00,3.564235e+00,2.041069e+00,-9.104501e-01,1.044350e+00
6.000000e-01,1,1.000000e-01,10000,residual,3.192613e+00,1.870269e+00,-1.413787e+00,3.378982e-01,3.224445e+00,1.881440e+00,-1.410226e+00,3.467484e-01
6.000000e-01,1,3.000000e-01,500,multinomial,3.653729e+00,1.971427e+00,-9.245860e-01,1.264287e+00,4.034298e+00,2.092512e+00,-9.131452e-01,1.305011e+00
6.000000e-01,1,3.000000e-01,500,systematic,4.018653e+00,1.907203e+00,-9.623315e-01,1.469789e+00,4.189815e+00,2.064609e+00,-8.439034e-01,1.536526e+00
6.000000e-01,1,3.000000e-01,500,stratified,3.380977e+00,2.007331e+00,-9.918578e-01,1.366083e+00,3.608762e+00,2.064378e+00,-9.693170e-01,1.403610e+00
6.000000e-01,1,3.000000e-01,500,residual,3.854863e+00,2.121176e+00,-9.256203e-01,1.257296e+00,3.976092e+00,2.158603e+00,-8.596310e-01,1.304629e+00
6.000000e-01,1,3.000000e-01,1000,multinomial,3.862870e+00,2.013162e+00,-7.761415e-01,1.512394e+00,4.082476e+00,2.111113e+00,-7.949816e-01,1.556566e+00
6.000000e-01,1,3.000000e-01,1000,systematic,4.700150e+00,2.413528e+00,-8.917975e-01,1.219286e+00,4.815299e+00,2.620460e+00,-8.658825e-01,1.256776e+00
6.000000e-01,1,3.000000e-01,1000,stratified,4.755209e+00,3.205383e+00,-5.404033e-01,1.485753e+00,5.110031e+00,3.246409e+00,-4.310319e-01,1.519539e+00
6.000000e-01,1,3.000000e-01,1000,residual,6.585582e+00,4.784018e+00,-8.201257e-02,1.592950e+00,6.707665e+00,4.790680e+00,-1.211477e-03,1.638114e+00
6.000000e-01,1,3.000000e-01,3000,multinomial,4.754042e+00,3.246829e+00,-5.801862e-01,1.496945e+00,4.791395e+00,3.310865e+00,-6.684854e-01,1.473635e+00
6.000000e-01,1,3.000000e-01,3000,systematic,4.751677e+00,3.237647e+00,-5.183096e-01,1.527713e+00,4.788568e+00,3.147237e+00,-5.028658e-01,1.663939e+00
6.000000e-01,1,3.000000e-01,3000,stratified,4.731560e+00,3.078306e+00,-4.671919e-01,1.634303e+00,5.033348e+00,3.016818e+00,-4.096585e-01,1.620955e+00
6.000000e-01,1,3.000000e-01,3000,residual,4.735790e+00,3.279813e+00,-4.990464e-01,1.532617e+00,4.857101e+00,3.246968e+00,-5.453038e-01,1.576290e+00
6.000000e-01,1,3.000000e-01,5000,multinomial,4.738202e+00,3.119182e+00,-4.738951e-01,1.513505e+00,4.856991e+00,3.161956e+00,-4.768249e-01,1.626825e+00
6.000000e-01,1,3.000000e-01,5000,systematic,4.761740e+00,3.243457e+00,-4.952490e-01,1.593066e+00,4.991348e+00,3.201281e+00,-4.741829e-01,1.510676e+00
6.000000e-01,1,3.000000e-01,5000,stratified,4.873408e+00,3.179467e+00,-5.585191e-01,1.589296e+00,4.845502e+00,3.000038e+00,-5.174663e-01,1.643192e+00
6.000000e-01,1,3.000000e-01,5000,residual,4.649537e+00,3.198329e+00,-7.411717e-01,1.497154e+00,4.822751e+00,3.152195e+00,-5.704859e-01,1.569556e+00
6.000000e-01,1,3.000000e-01,7500,multinomial,5.345869e+00,3.518104e+00,-4.982853e-01,1.293411e+00,5.190486e+00,3.332058e+00,-5.294502e-01,1.347689e+00
6.000000e-01,1,3.000000e-01,7500,systematic,4.802381e+00,3.258493e+00,-5.170457e-01,1.515230e+00,5.071830e+00,3.437171e+00,-3.695947e-01,1.615951e+00
6.000000e-01,1,3.000000e-01,7500,stratified,4.699533e+00,3.259618e+00,-6.662044e-01,1.418060e+00,4.793517e+00,3.430011e+00,-5.732404e-01,1.523803e+00
6.000000e-01,1,3.000000e-01,7500,residual,3.634659e+00,2.022047e+00,-9.388620e-01,1.290204e+00,3.675629e+00,2.113766e+00,-9.234541e-01,1.335669e+00
6.000000e-01,1,3.000000e-01,10000,multinomial,4.764240e+00,3.221397e+00,-5.399307e-01,1.548440e+00,4.838145e+00,3.141484e+00,-5.937102e-01,1.602491e+00
6.000000e-01,1,3.000000e-01,10000,systematic,4.517013e+00,3.260258e+00,-7.142423e-01,1.442084e+00,4.666496e+00,3.204559e+00,-7.017029e-01,1.516010e+00
6.000000e-01,1,3.000000e-01,10000,stratified,4.703152e+00,3.230437e+00,-7.567600e-01,1.502095e+00,4.965247e+00,3.340099e+00,-5.297343e-01,1.630406e+00
6.000000e-01,1,3.000000e-01,10000,residual,4.618835e+00,3.237466e+00,-7.020907e-01,1.479474e+00,4.686193e+00,3.280825e+00,-5.573327e-01,1.562009e+00
6.000000e-01,1,5.000000e-01,500,multinomial,4.938298e+00,3.534863e+00,-4.930473e-01,1.452445e+00,5.090602e+00,3.417853e+00,-6.322583e-01,1.471934e+00
6.000000e-01,1,5.000000e-01,500,systematic,4.655390e+00,3.165971e+00,-4.652481e-01,1.359139e+00,4.942946e+00,3.184732e+00,-4.947360e-01,1.589038e+00
6.000000e-01,1,5.000000e-01,500,stratified,4.862495e+00,3.223117e+00,-4.190666e-01,1.541438e+00,5.235355e+00,3.489536e+00,-3.808289e-01,1.527012e+00
6.000000e-01,1,5.000000e-01,500,residual,6.908187e+00,5.011193e+00,-2.053115e-01,1.439384e+00,7.067187e+00,5.071830e+00,-2.012769e-01,1.458034e+00
6.000000e-01,1,5.000000e-01,1000,multinomial,4.980484e+00,3.562775e+00,-5.239229e-01,1.373020e+00,5.129086e+00,3.760950e+00,-5.397279e-01,1.446644e+00
6.000000e-01,1,5.000000e-01,1000,systematic,4.952354e+00,3.549081e+00,-5.322984e-01,1.408177e+00,5.263950e+00,3.821715e+00,-5.475166e-01,1.461852e+00
6.000000e-01,1,5.000000e-01,1000,stratified,4.438585e+00,3.187450e+00,-5.769377e-01,1.445293e+00,4.931882e+00,3.448409e+00,-5.757209e-01,1.475382e+00
6.000000e-01,1,5.000000e-01,1000,residual,4.581965e+00,3.160679e+00,-5.508454e-01,1.532898e+00,4.922691e+00,3.265270e+00,-4.455546e-01,1.588995e+00
6.000000e-01,1,5.000000e-01,3000,multinomial,5.011731e+00,3.608290e+00,-5.216899e-01,1.397373e+00,5.128279e+00,3.570088e+00,-5.610086e-01,1.509775e+00
6.000000e-01,1,5.000000e-01,3000,systematic,4.418338e+00,3.091272e+00,-7.232625e-01,1.436635e+00,4.696412e+00,3.069750e+00,-5.947879e-01,1.462324e+00
6.000000e-01,1,5.000000e-01,3000,stratified,4.562155e+00,3.152224e+00,-5.337277e-01,1.464652e+00,5.249874e+00,3.487980e+00,-4.536345e-01,1.465033e+00
6.000000e-01,1,5.000000e-01,3000,residual,4.540778e+00,3.165607e+00,-5.730667e-01,1.488741e+00,5.039912e+00,3.316979e+00,-4.576416e-01,1.542665e+00
6.000000e-01,1,5.000000e-01,5000,multinomial,4.852515e+00,3.436101e+00,-5.591154e-01,1.441107e+00,5.277649e+00,3.696143e+00,-5.709230e-01,1.417989e+00
6.000000e-01,1,5.000000e-01,5000,systematic,4.383065e+00,3.045465e+00,-7.153692e-01,1.444632e+00,4.663248e+00,3.092618e+00,-6.070816e-01,1.589274e+00
6.000000e-01,1,5.000000e-01,5000,stratified,4.571270e+00,3.184965e+00,-5.346593e-01,1.430237e+00,5.142210e+00,3.448112e+00,-4.570028e-01,1.539331e+00
6.000000e-01,1,5.000000e-01,5000,residual,4.629675e+00,3.172185e+00,-6.036903e-01,1.429366e+00,5.062867e+00,3.428060e+00,-5.588133e-01,1.494837e+00
6.000000e-01,1,5.000000e-01,7500,multinomial,4.496647e+00,3.102882e+00,-6.070336e-01,1.415452e+00,5.081739e+00,3.205522e+00,-4.385587e-01,1.532822e+00
6.000000e-01,1,5.000000e-01,7500,systematic,4.441177e+00,3.158861e+00,-7.075241e-01,1.421437e+00,4.940111e+00,3.484864e+00,-5.337713e-01,1.476799e+00
6.000000e-01,1,5.000000e-01,7500,stratified,4.761779e+00,3.291114e+00,-5.475852e-01,1.433701e+00,5.052950e+00,3.289666e+00,-4.864153e-01,1.503314e+00
6.000000e-01,1,5.000000e-01,7500,residual,4.812378e+00,3.399792e+00,-5.516651e-01,1.428700e+00,5.130136e+00,3.645567e+00,-5.497328e-01,1.479580e+00
6.000000e-01,1,5.000000e-01,10000,multinomial,4.618555e+00,3.242218e+00,-5.358849e-01,1.425331e+00,5.053809e+00,3.547603e+00,-5.967439e-01,1.516502e+00
6.000000e-01,1,5.000000e-01,10000,systematic,4.753286e+00,3.358971e+00,-5.565538e-01,1.420381e+00,5.341079e+00,3.812189e+00,-5.445124e-01,1.524987e+00
6.000000e-01,1,5.000000e-01,10000,stratified,4.437152e+00,3.079332e+00,-6.816209e-01,1.462904e+00,4.801088e+00,3.200573e+00,-5.787199e-01,1.597366e+00
6.000000e-01,1,5.000000e-01,10000,residual,4.509280e+00,3.118245e+00,-5.730464e-01,1.473504e+00,4.943255e+00,3.319022e+00,-4.028857e-01,1.615073e+00
6.000000e-01,1,7.000000e-01,500,multinomial,5.090508e+00,3.307598e+00,-3.693062e-01,1.383373e+00,5.847885e+00,3.588093e+00,-2.526057e-01,1.461491e+00
6.000000e-01,1,7.000000e-01,500,systematic,4.979027e+00,3.624826e+00,-7.572961e-01,1.203853e+00,5.391963e+00,3.703175e+00,-5.258535e-01,1.412898e+00
6.000000e-01,1,7.000000e-01,500,stratified,4.833907e+00,3.347178e+00,-5.219104e-01,1.319068e+00,5.503034e+00,3.454737e+00,-4.343285e-01,1.421338e+00
6.000000e-01,1,7.000000e-01,500,residual,4.664181e+00,3.089408e+00,-5.213576e-01,1.480553e+00,5.099024e+00,3.367449e+00,-5.157043e-01,1.534681e+00
6.000000e-01,1,7.000000e-01,1000,multinomial,4.333645e+00,3.177037e+00,-6.550591e-01,1.365236e+00,5.107968e+00,3.310883e+00,-5.361414e-01,1.537747e+00
6.000000e-01,1,7.000000e-01,1000,systematic,4.532706e+00,3.200534e+00,-5.594842e-01,1.358540e+00,5.218766e+00,3.348829e+00,-3.238144e-01,1.622268e+00
6.000000e-01,1,7.000000e-01,1000,stratified,4.473710e+00,3.174064e+00,-6.624914e-01,1.309753e+00,4.655428e+00,3.248033e+00,-6.815414e-01,1.414468e+00
6.000000e-01,1,7.000000e-01,1000,residual,4.335888e+00,3.307982e+00,-6.364778e-01,1.412712e+00,5.044849e+00,3.255557e+00,-5.523742e-01,1.490539e+00
6.000000e-01,1,7.000000e-01,3000,multinomial,4.372580e+00,3.216036e+00,-6.582737e-01,1.386906e+00,4.842409e+00,3.489496e+00,-5.628064e-01,1.514990e+00
6.000000e-01,1,7.000000e-01,3000,systematic,4.326208e+00,3.195822e+00,-6.396241e-01,1.379390e+00,5.013282e+00,3.369058e+00,-5.638458e-01,1.433385e+00
6.000000e-01,1,7.000000e-01,3000,stratified,4.349069e+00,3.211323e+00,-6.372072e-01,1.370139e+00,5.000458e+00,3.300209e+00,-5.576474e-01,1.505138e+00
6.000000e-01,1,7.000000e-01,3000,residual,4.401446e+00,3.179212e+00,-6.638418e-01,1.360271e+00,5.052740e+00,3.414340e+00,-5.403062e-01,1.565435e+00
6.000000e-01,1,7.000000e-01,5000,multinomial,4.375221e+00,3.181797e+00,-6.383869e-01,1.378702e+00,5.347380e+00,3.143663e+00,-3.741932e-01,1.554893e+00
6.000000e-01,1,7.000000e-01,5000,systematic,4.366959e+00,3.240442e+00,-6.703869e-01,1.371372e+00,4.972357e+00,3.223456e+00,-5.426032e-01,1.517020e+00
6.000000e-01,1,7.000000e-01,5000,stratified,4.360383e+00,3.221397e+00,-6.181949e-01,1.375304e+00,4.947283e+00,3.366816e+00,-5.785970e-01,1.485702e+00
6.000000e-01,1,7.000000e-01,5000,residual,4.363405e+00,3.247137e+00,-6.331150e-01,1.386654e+00,5.305235e+00,3.463475e+00,-4.580978e-01,1.545966e+00
6.000000e-01,1,7.000000e-01,7500,multinomial,4.454168e+00,3.187589e+00,-6.486213e-01,1.374881e+00,5.215134e+00,3.409994e+00,-5.386971e-01,1.524096e+00
6.000000e-01,1,7.000000e-01,7500,systematic,4.355751e+00,3.225147e+00,-6.404284e-01,1.362393e+00,5.057242e+00,3.232001e+00,-4.357076e-01,1.591809e+00
6.000000e-01,1,7.000000e-01,7500,stratified,4.351335e+00,3.239548e+00,-6.261851e-01,1.381142e+00,4.817077e+00,3.338135e+00,-5.680062e-01,1.460023e+00
6.000000e-01,1,7.000000e-01,7500,residual,4.340193e+00,3.226742e+00,-6.359572e-01,1.367333e+00,5.056333e+00,3.516270e+00,-5.896514e-01,1.494393e+00
6.000000e-01,1,7.000000e-01,10000,multinomial,4.374383e+00,3.228785e+00,-6.730234e-01,1.346936e+00,4.883909e+00,3.375654e+00,-6.283565e-01,1.493728e+00
6.000000e-01,1,7.000000e-01,10000,systematic,4.351639e+00,3.196663e+00,-6.326030e-01,1.359584e+00,5.137030e+00,3.406122e+00,-5.052698e-01,1.447068e+00
6.000000e-01,1,7.000000e-01,10000,stratified,4.301544e+00,3.212006e+00,-6.664107e-01,1.363722e+00,4.965782e+00,3.319916e+00,-4.980465e-01,1.501545e+00
6.000000e-01,1,7.000000e-01,10000,residual,4.454323e+00,3.200542e+00,-6.248580e-01,1.363365e+00,5.054515e+00,3.306109e+00,-5.821520e-01,1.446150e+00
6.000000e-01,1,9.000000e-01,500,multinomial,4.359015e+00,3.221014e+00,-6.638387e-01,1.348016e+00,5.071384e+00,3.537976e+00,-5.360773e-01,1.468774e+00
6.000000e-01,1,9.000000e-01,500,systematic,4.543825e+00,3.229033e+00,-6.272014e-01,1.338721e+00,5.194383e+00,3.435539e+00,-5.380262e-01,1.454048e+00
6.000000e-01,1,9.000000e-01,500,stratified,4.571922e+00,3.227829e+00,-5.893652e-01,1.357331e+00,5.364038e+00,3.420774e+00,-4.579245e-01,1.464808e+00
6.000000e-01,1,9.000000e-01,500,residual,4.462796e+00,3.204012e+00,-6.537608e-01,1.352300e+00,5.177332e+00,3.369531e+00,-5.509409e-01,1.489425e+00
6.000000e-01,1,9.000000e-01,1000,multinomial,4.432813e+00,3.254474e+00,-5.380928e-01,1.353405e+00,5.133844e+00,3.605020e+00,-5.408206e-01,1.465794e+00
6.000000e-01,1,9.000000e-01,1000,systematic,4.512914e+00,3.228435e+00,-5.650954e-01,1.339980e+00,5.500566e+00,3.631101e+00,-4.923831e-01,1.407724e+00
6.000000e-01,1,9.000000e-01,1000,stratified,4.404198e+00,3.225976e+00,-6.226997e-01,1.325340e+00,5.090152e+00,3.367381e+00,-5.202594e-01,1.457757e+00
6.000000e-01,1,9.000000e-01,1000,residual,4.489798e+00,3.253460e+00,-5.529024e-01,1.346066e+00,5.322288e+00,3.474124e+00,-5.334532e-01,1.462600e+00
6.000000e-01,1,9.000000e-01,3000,multinomial,4.401891e+00,3.151386e+00,-5.902072e-01,1.318325e+00,5.133466e+00,3.362329e+00,-4.807059e-01,1.559614e+00
6.000000e-01,1,9.000000e-01,3000,systematic,4.410559e+00,3.207235e+00,-5.479069e-01,1.339623e+00,4.885665e+00,3.323196e+00,-6.351602e-01,1.468567e+00
6.000000e-01,1,9.000000e-01,3000,stratified,4.425217e+00,3.185632e+00,-6.013403e-01,1.309421e+00,5.273676e+00,3.319068e+00,-4.613510e-01,1.414173e+00
6.000000e-01,1,9.000000e-01,3000,residual,4.403614e+00,3.163164e+00,-5.713974e-01,1.310004e+00,5.023460e+00,3.370877e+00,-5.584470e-01,1.434685e+00
6.000000e-01,1,9.000000e-01,5000,multinomial,4.397699e+00,3.201433e+00,-5.731661e-01,1.332549e+00,5.351633e+00,3.511921e+00,-4.543645e-01,1.532098e+00
6.000000e-01,1,9.000000e-01,5000,systematic,4.342089e+00,3.217231e+00,-5.978115e-01,1.331138e+00,5.191473e+00,3.511952e+00,-5.727441e-01,1.437525e+00
6.000000e-01,1,9.000000e-01,5000,stratified,4.415786e+00,3.166782e+00,-5.954662e-01,1.310460e+00,5.233096e+00,3.395869e+00,-4.564493e-01,1.542746e+00
6.000000e-01,1,9.000000e-01,5000,residual,4.378151e+00,3.171359e+00,-5.378501e-01,1.344962e+00,5.138312e+00,3.417011e+00,-5.256106e-01,1.453001e+00
6.000000e-01,1,9.000000e-01,7500,multinomial,4.360995e+00,3.208069e+00,-6.221500e-01,1.314422e+00,5.123519e+00,3.497636e+00,-5.755369e-01,1.455895e+00
6.000000e-01,1,9.000000e-01,7500,systematic,4.397203e+00,3.190082e+00,-5.949439e-01,1.321471e+00,5.105956e+00,3.389790e+00,-5.284324e-01,1.479566e+00
6.000000e-01,1,9.000000e-01,7500,stratified,4.371883e+00,3.195330e+00,-6.217366e-01,1.306490e+00,5.293072e+00,3.518362e+00,-5.572254e-01,1.458467e+00
6.000000e-01,1,9.000000e-01,7500,residual,4.368863e+00,3.209326e+00,-5.968603e-01,1.322240e+00,5.160383e+00,3.363339e+00,-5.596860e-01,1.431302e+00
6.000000e-01,1,9.000000e-01,10000,multinomial,4.370967e+00,3.199620e+00,-5.947002e-01,1.327475e+00,5.535747e+00,3.413205e+00,-3.373276e-01,1.449280e+00
6.000000e-01,1,9.000000e-01,10000,systematic,4.359205e+00,3.223002e+00,-5.915134e-01,1.325057e+00,5.397218e+00,3.504559e+00,-4.055069e-01,1.551437e+00
6.000000e-01,1,9.000000e-01,10000,stratified,4.360521e+00,3.200518e+00,-5.743991e-01,1.337049e+00,5.189290e+00,3.586937e+00,-5.978627e-01,1.459850e+00
6.000000e-01,1,9.000000e-01,10000,residual,4.384413e+00,3.195507e+00,-6.269750e-01,1.308719e+00,4.997739e+00,3.481941e+00,-5.981691e-01,1.436378e+00
6.000000e-01,1,1,500,multinomial,4.547601e+00,3.203435e+00,-5.386263e-01,1.340208e+00,5.284097e+00,3.580332e+00,-5.517074e-01,1.446225e+00
6.000000e-01,1,1,500,systematic,4.649392e+00,3.124285e+00,-5.226427e-01,1.307435e+00,5.409615e+00,3.469583e+00,-4.868073e-01,1.426008e+00
6.000000e-01,1,1,500,stratified,4.568397e+00,3.246913e+00,-5.715988e-01,1.290642e+00,5.340579e+00,3.634604e+00,-5.548640e-01,1.362950e+00
6.000000e-01,1,1,500,residual,4.563935e+00,3.222088e+00,-5.424295e-01,1.307299e+00,5.384314e+00,3.470542e+00,-3.917480e-01,1.483283e+00
6.000000e-01,1,1,1000,multinomial,4.413696e+00,3.227572e+00,-6.346066e-01,1.265186e+00,5.613125e+00,3.547633e+00,-4.041302e-01,1.472429e+00
6.000000e-01,1,1,1000,systematic,4.395070e+00,3.157280e+00,-6.143756e-01,1.319820e+00,5.096821e+00,3.416176e+00,-6.148675e-01,1.467772e+00
6.000000e-01,1,1,1000,stratified,4.474672e+00,3.147631e+00,-5.455424e-01,1.349961e+00,5.297389e+00,3.319076e+00,-4.370451e-01,1.502073e+00
6.000000e-01,1,1,1000,residual,4.317600e+00,3.195684e+00,-6.352916e-01,1.277775e+00,5.168053e+00,3.439793e+00,-5.338382e-01,1.486754e+00
6.000000e-01,1,1,3000,multinomial,4.366815e+00,3.172872e+00,-6.436205e-01,1.284964e+00,5.260737e+00,3.440589e+00,-5.615651e-01,1.423067e+00
6.000000e-01,1,1,3000,systematic,4.415787e+00,3.175552e+00,-5.846497e-01,1.288825e+00,5.257773e+00,3.468024e+00,-4.786411e-01,1.513256e+00
6.000000e-01,1,1,3000,stratified,4.407386e+00,3.137504e+00,-5.638506e-01,1.309314e+00,5.432202e+00,3.448206e+00,-4.745509e-01,1.473187e+00
6.000000e-01,1,1,3000,residual,4.372795e+00,3.175145e+00,-6.447653e-01,1.266009e+00,5.323743e+00,3.563075e+00,-5.524407e-01,1.408147e+00
6.000000e-01,1,1,5000,multinomial,4.349821e+00,3.174098e+00,-6.277074e-01,1.291866e+00,5.454042e+00,3.681400e+00,-4.161095e-01,1.548466e+00
6.000000e-01,1,1,5000,systematic,4.426743e+00,3.188547e+00,-5.908652e-01,1.294392e+00,5.284559e+00,3.421941e+00,-4.743168e-01,1.495268e+00
6.000000e-01,1,1,5000,stratified,4.403109e+00,3.153620e+00,-6.049062e-01,1.282513e+00,5.083887e+00,3.416575e+00,-5.974735e-01,1.433623e+00
6.000000e-01,1,1,5000,residual,4.399281e+00,3.184207e+00,-6.295734e-01,1.276795e+00,5.180123e+00,3.402531e+00,-5.012704e-01,1.474626e+00
6.000000e-01,1,1,7500,multinomial,4.365205e+00,3.168314e+00,-6.288372e-01,1.270274e+00,5.177272e+00,3.380042e+00,-5.048224e-01,1.449854e+00
6.000000e-01,1,1,7500,systematic,4.370103e+00,3.169096e+00,-5.762201e-01,1.296771e+00,5.248475e+00,3.443998e+00,-4.900745e-01,1.416528e+00
6.000000e-01,1,1,7500,stratified,4.378497e+00,3.156186e+00,-5.953736e-01,1.292309e+00,5.185846e+00,3.512181e+00,-5.922395e-01,1.462550e+00
6.000000e-01,1,1,7500,residual,4.356875e+00,3.173630e+00,-5.738980e-01,1.298599e+00,5.194819e+00,3.354535e+00,-5.447116e-01,1.458887e+00
6.000000e-01,1,1,10000,multinomial,4.368148e+00,3.158311e+00,-5.963809e-01,1.301016e+00,5.264864e+00,3.299845e+00,-4.864724e-01,1.483552e+00
6.000000e-01,1,1,10000,systematic,4.406921e+00,3.150534e+00,-5.983687e-01,1.293963e+00,5.333816e+00,3.254723e+00,-4.388310e-01,1.475729e+00
6.000000e-01,1,1,10000,stratified,4.393623e+00,3.164198e+00,-5.870135e-01,1.292320e+00,5.050888e+00,3.435901e+00,-5.591670e-01,1.445986e+00
6.000000e-01,1,1,10000,residual,4.377891e+00,3.182422e+00,-6.320780e-01,1.272842e+00,5.206960e+00,3.300655e+00,-5.184965e-01,1.444142e+00
1,1,1.000000e-01,500,multinomial,4.117468e+00,1.785886e+00,-7.904822e-01,9.299778e-01,4.146995e+00,1.834638e+00,-8.005120e-01,9.361121e-01
1,1,1.000000e-01,500,systematic,2.920016e+00,1.583171e+00,-1.474010e+00,7.877137e-01,2.981120e+00,1.629848e+00,-1.501943e+00,7.981908e-01
1,1,1.000000e-01,500,stratified,3.098177e+00,1.614757e+00,-1.375598e+00,3.728184e-01,3.153114e+00,1.630469e+00,-1.378425e+00,4.076625e-01
1,1,1.000000e-01,500,residual,3.178321e+00,1.415153e+00,-1.183582e+00,3.234133e-01,3.183350e+00,1.486198e+00,-1.190051e+00,3.546416e-01
1,1,1.000000e-01,1000,multinomial,3.327112e+00,1.864166e+00,-1.119939e+00,9.855010e-01,3.368313e+00,1.866134e+00,-1.136112e+00,9.837784e-01
1,1,1.000000e-01,1000,systematic,4.125980e+00,1.729850e+00,-9.001947e-01,9.102508e-01,4.143175e+00,1.780022e+00,-8.899078e-01,9.418320e-01
1,1,1.000000e-01,1000,stratified,5.084791e+00,2.969272e+00,-4.580141e-01,1.485405e+00,5.075498e+00,2.917241e+00,-3.985544e-01,1.566067e+00
1,1,1.000000e-01,1000,residual,2.891331e+00,1.354860e+00,-1.646855e+00,4.862063e-01,2.926202e+00,1.405280e+00,-1.649397e+00,5.276216e-01
1,1,1.000000e-01,3000,multinomial,3.907876e+00,1.925226e+00,-8.611771e-01,1.020854e+00,3.917535e+00,1.908672e+00,-8.833320e-01,1.017846e+00
1,1,1.000000e-01,3000,systematic,3.646923e+00,1.675783e+00,-1.200694e+00,5.048942e-01,3.650295e+00,1.696475e+00,-1.207831e+00,5.210359e-01
