Gaussian stddev, weight by dist, Particle scatter factor, numParticles, resampling method, avgDist, avgAng, stddevDist, stddevAng, avgDistMax, avgAngMax, stddevDistMax, stddevAngMax
10,2,1.000000e-01,1000,multinomial,3.730862e+00,-1.397365e+00,1.883838e+00,1.395881e+00,4.064170e+00,-9.541318e-01,2.280343e+00,1.747721e+00
10,2,1.000000e-01,1000,systematic,4.097998e+00,-9.489626e-01,2.250117e+00,1.746978e+00,4.353839e+00,-7.825058e-01,2.637493e+00,1.824911e+00
10,2,1.000000e-01,1000,stratified,3.864751e+00,-1.280894e+00,2.025260e+00,1.545189e+00,4.248338e+00,-8.264645e-01,2.442079e+00,1.812378e+00
10,2,1.000000e-01,1000,residual,3.579503e+00,-1.264136e+00,1.979687e+00,1.432045e+00,3.952805e+00,-9.342254e-01,2.415103e+00,1.678739e+00
10,2,1,500,multinomial,4.193309e+00,-6.757757e-01,2.884572e+00,1.223027e+00,5.108153e+00,-5.624722e-01,3.460555e+00,1.681668e+00
10,2,1,500,systematic,4.168033e+00,-6.612807e-01,2.867203e+00,1.217647e+00,5.097849e+00,-5.725109e-01,3.328061e+00,1.661297e+00
10,2,1,500,stratified,4.135391e+00,-6.504947e-01,2.836006e+00,1.215921e+00,5.089392e+00,-5.812260e-01,3.381352e+00,1.643250e+00
10,2,1,500,residual,4.149932e+00,-6.730454e-01,2.876504e+00,1.218901e+00,4.969612e+00,-6.452032e-01,3.396317e+00,1.618282e+00
10,2,1,1000,multinomial,4.139535e+00,-6.622930e-01,2.878268e+00,1.225014e+00,5.122114e+00,-5.701692e-01,3.340304e+00,1.672182e+00
10,2,1,1000,systematic,4.153162e+00,-6.833972e-01,2.885819e+00,1.218750e+00,5.065124e+00,-5.387792e-01,3.377010e+00,1.684942e+00
10,2,1,1000,stratified,4.140884e+00,-6.615058e-01,2.881105e+00,1.224661e+00,5.065040e+00,-5.604977e-01,3.329546e+00,1.691619e+00
10,2,1,1000,residual,4.160599e+00,-6.637160e-01,2.905337e+00,1.223014e+00,5.035219e+00,-5.990753e-01,3.442388e+00,1.657180e+00
